id,platform,category,model,avg_f1,Benefits_f1,Brand_f1,Color_f1,Department_f1,Material_f1,Model_f1,Object_f1,Power Mode_f1,Price_f1,Size_f1,Skin/Hair Type_f1,Style_f1,Volume_f1
ht-am-el-1,amazon,electronics,qwen_fewshot,0.725,,1.0,1.0,,1.0,0.0,0.8,1.0,1.0,0.0,,,
ht-am-el-2,amazon,electronics,llama_zeroshot,0.8,,0.0,1.0,,1.0,1.0,0.4,1.0,1.0,1.0,,,
ht-am-el-2,amazon,electronics,mistral_zeroshot,0.75,,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,,,
ht-am-el-2,amazon,electronics,qwen_zeroshot,0.925,,1.0,1.0,,1.0,1.0,0.4,1.0,1.0,1.0,,,
ht-am-el-2,amazon,electronics,llama_fewshot,0.8333,,1.0,1.0,,1.0,1.0,0.6667,0.0,1.0,1.0,,,
ht-am-el-2,amazon,electronics,mistral_fewshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-el-2,amazon,electronics,qwen_fewshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-el-3,amazon,electronics,llama_zeroshot,0.5147,,1.0,1.0,,0.0,1.0,0.1176,0.0,0.0,1.0,,,
ht-am-el-3,amazon,electronics,mistral_zeroshot,0.625,,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,,,
ht-am-el-3,amazon,electronics,qwen_zeroshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-el-3,amazon,electronics,llama_fewshot,0.725,,1.0,1.0,,0.0,1.0,0.8,0.0,1.0,1.0,,,
ht-am-el-3,amazon,electronics,mistral_fewshot,0.875,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,,
ht-am-el-3,amazon,electronics,qwen_fewshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-el-4,amazon,electronics,llama_zeroshot,0.8055,,1.0,1.0,,1.0,1.0,0.4444,0.0,1.0,1.0,,,
ht-am-el-4,amazon,electronics,mistral_zeroshot,0.8055,,1.0,1.0,,1.0,1.0,0.4444,0.0,1.0,1.0,,,
ht-am-el-4,amazon,electronics,qwen_zeroshot,0.8214,,1.0,1.0,,1.0,1.0,0.5714,0.0,1.0,1.0,,,
ht-am-el-4,amazon,electronics,llama_fewshot,0.7083,,1.0,1.0,,1.0,1.0,0.6667,0.0,1.0,0.0,,,
ht-am-el-4,amazon,electronics,mistral_fewshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-el-4,amazon,electronics,qwen_fewshot,0.75,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,
ht-am-be-1,amazon,beauty,llama_zeroshot,0.6815,0.0833,1.0,,,1.0,,0.5,,1.0,,0.1875,,1.0
ht-am-be-1,amazon,beauty,mistral_zeroshot,0.4706,0.0,1.0,,,1.0,,0.0,,1.0,,0.2941,,0.0
ht-am-be-1,amazon,beauty,qwen_zeroshot,0.7563,0.0,1.0,,,1.0,,1.0,,1.0,,0.2941,,1.0
ht-am-be-1,amazon,beauty,llama_fewshot,0.7535,0.087,1.0,,,1.0,,1.0,,1.0,,0.1875,,1.0
ht-am-be-1,amazon,beauty,mistral_fewshot,0.75,0.0,1.0,,,1.0,,1.0,,1.0,,0.25,,1.0
ht-am-be-1,amazon,beauty,qwen_fewshot,0.852,0.0,1.0,,,1.0,,1.0,,1.0,,0.9643,,1.0
ht-am-be-2,amazon,beauty,llama_zeroshot,0.7878,0.3077,1.0,,,1.0,,0.2069,,1.0,,1.0,,1.0
ht-am-be-2,amazon,beauty,mistral_zeroshot,0.6868,0.3077,1.0,,,1.0,,0.0,,1.0,,1.0,,0.5
ht-am-be-2,amazon,beauty,qwen_zeroshot,0.8409,0.5294,1.0,,,1.0,,0.8571,,1.0,,1.0,,0.5
ht-am-be-2,amazon,beauty,llama_fewshot,0.8571,1.0,1.0,,,0.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-2,amazon,beauty,mistral_fewshot,0.7275,0.5926,1.0,,,1.0,,1.0,,1.0,,0.0,,0.5
ht-am-be-2,amazon,beauty,qwen_fewshot,0.9156,0.4091,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,llama_zeroshot,0.9774,0.8421,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,mistral_zeroshot,0.9524,1.0,1.0,,,0.6667,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,qwen_zeroshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,llama_fewshot,0.8651,0.0556,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,mistral_fewshot,0.8095,0.0,1.0,,,0.6667,,1.0,,1.0,,1.0,,1.0
ht-am-be-3,amazon,beauty,qwen_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-am-be-4,amazon,beauty,llama_zeroshot,0.5193,0.4348,1.0,,,1.0,,0.2,,0.0,,0.0,,1.0
ht-am-be-4,amazon,beauty,mistral_zeroshot,0.7429,0.2,1.0,,,1.0,,0.0,,1.0,,1.0,,1.0
ht-am-be-4,amazon,beauty,qwen_zeroshot,0.7487,0.7407,1.0,,,0.5,,0.0,,1.0,,1.0,,1.0
ht-am-be-4,amazon,beauty,llama_fewshot,0.8095,0.6667,1.0,,,1.0,,0.0,,1.0,,1.0,,1.0
ht-am-be-4,amazon,beauty,mistral_fewshot,0.6015,0.2105,1.0,,,0.0,,0.0,,1.0,,1.0,,1.0
ht-am-be-4,amazon,beauty,qwen_fewshot,0.7125,0.4878,1.0,,,0.5,,0.0,,1.0,,1.0,,1.0
ht-eb-fa-1,ebay,fashion,llama_zeroshot,0.8542,,1.0,1.0,1.0,1.0,,0.1667,,0.6667,1.0,,1.0,
ht-eb-fa-1,ebay,fashion,mistral_zeroshot,0.8237,,1.0,0.0,1.0,0.9231,,1.0,,0.6667,1.0,,1.0,
ht-eb-fa-1,ebay,fashion,qwen_zeroshot,0.9583,,1.0,1.0,1.0,1.0,,1.0,,0.6667,1.0,,1.0,
ht-eb-fa-1,ebay,fashion,llama_fewshot,0.625,,1.0,0.0,1.0,0.0,,0.0,,1.0,1.0,,1.0,
ht-eb-fa-1,ebay,fashion,mistral_fewshot,0.75,,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-1,ebay,fashion,qwen_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-2,ebay,fashion,llama_zeroshot,0.75,,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,,1.0,
ht-eb-fa-2,ebay,fashion,mistral_zeroshot,0.75,,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,,1.0,
ht-eb-fa-2,ebay,fashion,qwen_zeroshot,0.869,,1.0,1.0,1.0,1.0,,0.2857,,0.6667,1.0,,1.0,
ht-eb-fa-2,ebay,fashion,llama_fewshot,0.625,,1.0,1.0,0.0,1.0,,0.0,,1.0,1.0,,0.0,
ht-eb-fa-2,ebay,fashion,mistral_fewshot,0.9583,,1.0,1.0,1.0,1.0,,0.6667,,1.0,1.0,,1.0,
ht-eb-fa-2,ebay,fashion,qwen_fewshot,0.725,,1.0,1.0,0.0,1.0,,0.8,,1.0,1.0,,0.0,
ht-eb-fa-3,ebay,fashion,llama_zeroshot,0.869,,1.0,1.0,1.0,1.0,,0.2857,,0.6667,1.0,,1.0,
ht-eb-fa-3,ebay,fashion,mistral_zeroshot,0.8333,,1.0,1.0,1.0,1.0,,0.0,,0.6667,1.0,,1.0,
ht-eb-fa-3,ebay,fashion,qwen_zeroshot,0.9583,,1.0,1.0,1.0,1.0,,1.0,,0.6667,1.0,,1.0,
ht-eb-fa-3,ebay,fashion,llama_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-3,ebay,fashion,mistral_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-3,ebay,fashion,qwen_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-4,ebay,fashion,llama_zeroshot,0.625,,1.0,1.0,1.0,1.0,,0.0,,0.0,1.0,,0.0,
ht-eb-fa-4,ebay,fashion,mistral_zeroshot,0.7083,,1.0,1.0,1.0,1.0,,0.0,,0.6667,1.0,,0.0,
ht-eb-fa-4,ebay,fashion,qwen_zeroshot,0.8333,,1.0,1.0,1.0,1.0,,0.0,,0.6667,1.0,,1.0,
ht-eb-fa-4,ebay,fashion,llama_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-4,ebay,fashion,mistral_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-eb-fa-4,ebay,fashion,qwen_fewshot,0.875,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,,1.0,
ht-eb-el-1,ebay,electronics,llama_zeroshot,0.6667,,1.0,1.0,,1.0,1.0,0.3333,1.0,0.0,0.0,,,
ht-eb-el-1,ebay,electronics,mistral_zeroshot,0.5,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,,
ht-eb-el-1,ebay,electronics,qwen_zeroshot,0.9167,,1.0,1.0,,1.0,1.0,0.6667,1.0,0.6667,1.0,,,
ht-eb-el-1,ebay,electronics,llama_fewshot,0.75,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,,,
ht-eb-el-1,ebay,electronics,mistral_fewshot,0.725,,1.0,0.0,,1.0,0.8,0.0,1.0,1.0,1.0,,,
ht-eb-el-1,ebay,electronics,qwen_fewshot,0.8333,,1.0,0.0,,1.0,1.0,0.6667,1.0,1.0,1.0,,,
ht-eb-el-2,ebay,electronics,llama_zeroshot,0.875,,1.0,1.0,,1.0,1.0,0.3333,1.0,0.6667,1.0,,,
ht-eb-el-2,ebay,electronics,mistral_zeroshot,0.8,,1.0,1.0,,1.0,1.0,0.4,0.0,1.0,1.0,,,
ht-eb-el-2,ebay,electronics,qwen_zeroshot,0.8833,,1.0,1.0,,1.0,1.0,0.4,1.0,0.6667,1.0,,,
ht-eb-el-2,ebay,electronics,llama_fewshot,0.9583,,1.0,1.0,,1.0,1.0,0.6667,1.0,1.0,1.0,,,
ht-eb-el-2,ebay,electronics,mistral_fewshot,0.5,,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,,,
ht-eb-el-2,ebay,electronics,qwen_fewshot,0.9583,,1.0,1.0,,1.0,1.0,0.6667,1.0,1.0,1.0,,,
ht-eb-el-3,ebay,electronics,llama_zeroshot,0.8333,,1.0,1.0,,1.0,1.0,0.0,1.0,0.6667,1.0,,,
ht-eb-el-3,ebay,electronics,mistral_zeroshot,0.8333,,1.0,1.0,,1.0,1.0,0.0,1.0,0.6667,1.0,,,
ht-eb-el-3,ebay,electronics,qwen_zeroshot,0.8833,,1.0,1.0,,1.0,1.0,0.4,1.0,0.6667,1.0,,,
ht-eb-el-3,ebay,electronics,llama_fewshot,0.875,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,
ht-eb-el-3,ebay,electronics,mistral_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-eb-el-3,ebay,electronics,qwen_fewshot,0.925,,1.0,1.0,,1.0,1.0,0.4,1.0,1.0,1.0,,,
ht-eb-el-4,ebay,electronics,llama_zeroshot,0.9167,,1.0,1.0,,1.0,1.0,0.6667,1.0,0.6667,1.0,,,
ht-eb-el-4,ebay,electronics,mistral_zeroshot,0.8958,,1.0,1.0,,1.0,1.0,1.0,1.0,0.6667,0.5,,,
ht-eb-el-4,ebay,electronics,qwen_zeroshot,0.9583,,1.0,1.0,,1.0,1.0,1.0,1.0,0.6667,1.0,,,
ht-eb-el-4,ebay,electronics,llama_fewshot,0.9583,,1.0,1.0,,1.0,1.0,0.6667,1.0,1.0,1.0,,,
ht-eb-el-4,ebay,electronics,mistral_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-eb-el-4,ebay,electronics,qwen_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-eb-be-1,ebay,beauty,llama_zeroshot,0.6667,1.0,1.0,,,0.0,,0.0,,0.6667,,1.0,,1.0
ht-eb-be-1,ebay,beauty,mistral_zeroshot,0.8095,1.0,1.0,,,0.0,,1.0,,0.6667,,1.0,,1.0
ht-eb-be-1,ebay,beauty,qwen_zeroshot,0.7619,1.0,1.0,,,0.0,,0.6667,,0.6667,,1.0,,1.0
ht-eb-be-1,ebay,beauty,llama_fewshot,0.7143,0.0,1.0,,,1.0,,0.0,,1.0,,1.0,,1.0
ht-eb-be-1,ebay,beauty,mistral_fewshot,0.8,0.6,1.0,,,1.0,,0.0,,1.0,,1.0,,1.0
ht-eb-be-1,ebay,beauty,qwen_fewshot,0.8571,1.0,1.0,,,1.0,,0.0,,1.0,,1.0,,1.0
ht-eb-be-2,ebay,beauty,llama_zeroshot,0.7143,1.0,1.0,,,1.0,,0.0,,0.0,,1.0,,1.0
ht-eb-be-2,ebay,beauty,mistral_zeroshot,0.8095,0.0,1.0,,,1.0,,1.0,,0.6667,,1.0,,1.0
ht-eb-be-2,ebay,beauty,qwen_zeroshot,0.873,1.0,1.0,,,1.0,,0.4444,,0.6667,,1.0,,1.0
ht-eb-be-2,ebay,beauty,llama_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-eb-be-2,ebay,beauty,mistral_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-eb-be-2,ebay,beauty,qwen_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-eb-be-3,ebay,beauty,llama_zeroshot,0.9524,1.0,1.0,,,1.0,,1.0,,0.6667,,1.0,,1.0
ht-eb-be-3,ebay,beauty,mistral_zeroshot,0.9238,1.0,1.0,,,1.0,,0.8,,0.6667,,1.0,,1.0
ht-eb-be-3,ebay,beauty,qwen_zeroshot,0.9524,1.0,1.0,,,1.0,,1.0,,0.6667,,1.0,,1.0
ht-eb-be-3,ebay,beauty,llama_fewshot,0.9796,1.0,1.0,,,1.0,,0.8571,,1.0,,1.0,,1.0
ht-eb-be-3,ebay,beauty,mistral_fewshot,0.9796,1.0,1.0,,,1.0,,0.8571,,1.0,,1.0,,1.0
ht-eb-be-3,ebay,beauty,qwen_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-eb-be-4,ebay,beauty,llama_zeroshot,0.6667,1.0,1.0,,,0.0,,0.0,,0.6667,,1.0,,1.0
ht-eb-be-4,ebay,beauty,mistral_zeroshot,0.7143,1.0,1.0,,,0.0,,0.3333,,0.6667,,1.0,,1.0
ht-eb-be-4,ebay,beauty,qwen_zeroshot,0.7143,1.0,1.0,,,0.0,,0.3333,,0.6667,,1.0,,1.0
ht-eb-be-4,ebay,beauty,llama_fewshot,0.9143,1.0,1.0,,,1.0,,0.4,,1.0,,1.0,,1.0
ht-eb-be-4,ebay,beauty,mistral_fewshot,0.9286,1.0,1.0,,,1.0,,0.5,,1.0,,1.0,,1.0
ht-eb-be-4,ebay,beauty,qwen_fewshot,0.9143,1.0,1.0,,,1.0,,0.4,,1.0,,1.0,,1.0
ht-te-fa-1,temu,fashion,llama_zeroshot,0.4685,,1.0,0.4,0.0,0.7143,,0.0,,1.0,0.1333,,0.5,
ht-te-fa-1,temu,fashion,mistral_zeroshot,0.6442,,1.0,1.0,0.0,0.1538,,0.0,,1.0,1.0,,1.0,
ht-te-fa-1,temu,fashion,qwen_zeroshot,0.6859,,1.0,1.0,1.0,0.1538,,0.3333,,0.0,1.0,,1.0,
ht-te-fa-1,temu,fashion,llama_fewshot,0.7692,,1.0,1.0,0.0,0.1538,,1.0,,1.0,1.0,,1.0,
ht-te-fa-1,temu,fashion,mistral_fewshot,0.7609,,1.0,1.0,0.0,0.1538,,1.0,,1.0,0.9333,,1.0,
ht-te-fa-1,temu,fashion,qwen_fewshot,0.6859,,1.0,1.0,0.0,0.1538,,0.3333,,1.0,1.0,,1.0,
ht-te-fa-2,temu,fashion,llama_zeroshot,0.4,,1.0,1.0,0.0,0.2,,0.0,,0.0,1.0,,0.0,
ht-te-fa-2,temu,fashion,mistral_zeroshot,0.5,,1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,,1.0,
ht-te-fa-2,temu,fashion,qwen_zeroshot,0.7209,,1.0,1.0,1.0,0.4,,0.4444,,0.0,0.9231,,1.0,
ht-te-fa-2,temu,fashion,llama_fewshot,0.8487,,1.0,1.0,1.0,0.2,,0.6667,,1.0,0.9231,,1.0,
ht-te-fa-2,temu,fashion,mistral_fewshot,0.7265,,1.0,1.0,0.0,0.2222,,0.6667,,1.0,0.9231,,1.0,
ht-te-fa-2,temu,fashion,qwen_fewshot,0.6528,,1.0,1.0,0.0,0.2222,,0.0,,1.0,1.0,,1.0,
ht-te-fa-3,temu,fashion,llama_zeroshot,0.8333,,1.0,1.0,1.0,1.0,,0.0,,1.0,0.6667,,1.0,
ht-te-fa-3,temu,fashion,mistral_zeroshot,0.875,,1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,,1.0,
ht-te-fa-3,temu,fashion,qwen_zeroshot,0.8333,,1.0,1.0,1.0,1.0,,0.6667,,0.0,1.0,,1.0,
ht-te-fa-3,temu,fashion,llama_fewshot,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,
ht-te-fa-3,temu,fashion,mistral_fewshot,0.8125,,1.0,1.0,1.0,0.0,,0.5,,1.0,1.0,,1.0,
ht-te-fa-3,temu,fashion,qwen_fewshot,0.875,,1.0,1.0,1.0,0.3333,,0.6667,,1.0,1.0,,1.0,
ht-te-fa-4,temu,fashion,llama_zeroshot,0.6061,,1.0,1.0,0.6667,1.0,,0.1818,,1.0,0.0,,0.0,
ht-te-fa-4,temu,fashion,mistral_zeroshot,0.4833,,1.0,0.2,0.0,0.6667,,0.0,,0.0,1.0,,1.0,
ht-te-fa-4,temu,fashion,qwen_zeroshot,0.3869,,1.0,0.0,0.0,0.0,,0.0952,,0.0,1.0,,1.0,
ht-te-fa-4,temu,fashion,llama_fewshot,0.8333,,1.0,1.0,0.0,1.0,,0.6667,,1.0,1.0,,1.0,
ht-te-fa-4,temu,fashion,mistral_fewshot,0.7111,,1.0,0.8889,0.0,0.8,,0.0,,1.0,1.0,,1.0,
ht-te-fa-4,temu,fashion,qwen_fewshot,0.7917,,1.0,1.0,0.0,0.6667,,0.6667,,1.0,1.0,,1.0,
ht-te-el-1,temu,electronics,llama_zeroshot,0.6509,,1.0,1.0,,0.0,1.0,0.2069,1.0,0.0,1.0,,,
ht-te-el-1,temu,electronics,mistral_zeroshot,0.75,,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,,,
ht-te-el-1,temu,electronics,qwen_zeroshot,0.8182,,1.0,1.0,,1.0,1.0,0.5455,1.0,0.0,1.0,,,
ht-te-el-1,temu,electronics,llama_fewshot,0.9062,,1.0,1.0,,1.0,1.0,0.25,1.0,1.0,1.0,,,
ht-te-el-1,temu,electronics,mistral_fewshot,0.9062,,1.0,1.0,,1.0,1.0,0.25,1.0,1.0,1.0,,,
ht-te-el-1,temu,electronics,qwen_fewshot,0.9688,,1.0,1.0,,1.0,1.0,0.75,1.0,1.0,1.0,,,
ht-te-el-2,temu,electronics,llama_zeroshot,0.675,,1.0,0.4,,1.0,1.0,0.0,1.0,0.0,1.0,,,
ht-te-el-2,temu,electronics,mistral_zeroshot,0.625,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,,,
ht-te-el-2,temu,electronics,qwen_zeroshot,0.8333,,1.0,1.0,,1.0,1.0,0.6667,1.0,0.0,1.0,,,
ht-te-el-2,temu,electronics,llama_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-te-el-2,temu,electronics,mistral_fewshot,0.975,,1.0,1.0,,1.0,1.0,0.8,1.0,1.0,1.0,,,
ht-te-el-2,temu,electronics,qwen_fewshot,0.975,,1.0,1.0,,1.0,1.0,0.8,1.0,1.0,1.0,,,
ht-te-el-3,temu,electronics,llama_zeroshot,0.8571,,1.0,1.0,,1.0,1.0,0.8571,1.0,0.0,1.0,,,
ht-te-el-3,temu,electronics,mistral_zeroshot,0.7321,,1.0,0.0,,1.0,1.0,0.8571,1.0,0.0,1.0,,,
ht-te-el-3,temu,electronics,qwen_zeroshot,0.7321,,1.0,0.0,,1.0,1.0,0.8571,1.0,0.0,1.0,,,
ht-te-el-3,temu,electronics,llama_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-te-el-3,temu,electronics,mistral_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-te-el-3,temu,electronics,qwen_fewshot,0.9821,,1.0,1.0,,1.0,1.0,0.8571,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,llama_zeroshot,0.875,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,mistral_zeroshot,0.875,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,qwen_zeroshot,0.8571,,1.0,1.0,,1.0,0.0,0.8571,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,llama_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,mistral_fewshot,0.975,,1.0,1.0,,1.0,1.0,0.8,1.0,1.0,1.0,,,
ht-te-el-4,temu,electronics,qwen_fewshot,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,
ht-te-be-1,temu,beauty,llama_zeroshot,0.5778,0.6,1.0,,,0.0,,0.4444,,0.0,,1.0,,1.0
ht-te-be-1,temu,beauty,mistral_zeroshot,0.6734,0.7692,1.0,,,0.0,,0.4444,,1.0,,0.5,,1.0
ht-te-be-1,temu,beauty,qwen_zeroshot,0.5857,0.6,1.0,,,0.0,,0.5,,1.0,,0.0,,1.0
ht-te-be-1,temu,beauty,llama_fewshot,0.5635,0.0,1.0,,,0.0,,0.4444,,1.0,,0.5,,1.0
ht-te-be-1,temu,beauty,mistral_fewshot,0.7063,0.4444,1.0,,,0.0,,0.5,,1.0,,1.0,,1.0
ht-te-be-1,temu,beauty,qwen_fewshot,0.7857,1.0,1.0,,,0.0,,0.5,,1.0,,1.0,,1.0
ht-te-be-2,temu,beauty,llama_zeroshot,0.4952,0.0,1.0,,,0.4,,1.0,,0.0,,0.4,,0.6667
ht-te-be-2,temu,beauty,mistral_zeroshot,0.6429,1.0,1.0,,,0.0,,1.0,,0.0,,0.5,,1.0
ht-te-be-2,temu,beauty,qwen_zeroshot,0.8095,1.0,1.0,,,0.0,,1.0,,1.0,,1.0,,0.6667
ht-te-be-2,temu,beauty,llama_fewshot,0.6191,0.0,1.0,,,0.0,,0.6667,,1.0,,1.0,,0.6667
